Symbols,Company_Names,Sectors,Industry,Short_Names
PRUDENT,Prudent Corporate Advisory Services Limited,Financial Services,Corporate Advisory,PrCoAdSeLi
PRUDMOULI,Prudential Sugar Corporation Limited,Food & Beverages,Sugar Production,PrSuCoLi
PSB,Punjab & Sind Bank,Financial Services,Banking,Pu_SiBa
PSPPROJECT,PSP Projects Limited,Construction,Infrastructure Development,PSPrLi
PTC,PTC India Limited,Utilities,Power Trading,PTInLi
PTCIL,PTC Industries Limited,Manufacturing,Industrial Products,PTInLi
PTL,PTL Enterprises Limited,Manufacturing,Engineering Products,PTEnLi
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,Chemicals,Crop Protection,PuCh_CrPrLi
PURVA,Puravankara Limited,Real Estate,Residential Development,PuLi
PVP,PVP Ventures Limited,Manufacturing,Infrastructure and Real Estate,PVVeLi
PVRINOX,PVR INOX Limited,Entertainment,Cinemas,PVINLi
PVSL,Popular Vehicles and Services Limited,Automotive,Vehicles and Services,PoVeanSeLi
PYRAMID,Pyramid Technoplast Limited,Manufacturing,Plastic Products,PyTeLi
QUESS,Quess Corp Limited,Services,Outsourcing and Staffing,QuCoLi
QUICKHEAL,Quick Heal Technologies Limited,Technology,Cybersecurity,QuHeTeLi
QUINTEGRA,Quintegra Solutions Limited,Technology,IT Services,QuSoLi
RACE,Race Eco Chain Limited,Technology,Eco Solutions,RaEcChLi
RADAAN,Radaan Mediaworks India Limited,Media,Entertainment and Media,RaMeInLi
RADHIKAJWE,Radhika Jeweltech Limited,Manufacturing,Jewelry,RaJeLi
RADIANTCMS,Radiant Cash Management Services Limited,Financial Services,Cash Management,RaCaMaSeLi
RADICO,Radico Khaitan Limited,Beverages,Alcoholic Beverages,RaKhLi
RADIOCITY,Music Broadcast Limited,Media,Radio Broadcasting,MuBrLi
RAILTEL,Railtel Corporation Of India Limited,Telecommunications,Telecom Services,RaCoOfInLi
RAIN,Rain Industries Limited,Manufacturing,Chemicals,RaInLi
RAINBOW,Rainbow Childrens Medicare Limited,Healthcare,Healthcare Services,RaChMeLi
RAJESHEXPO,Rajesh Exports Limited,Manufacturing,Gold and Jewelry,RaExLi
RAJMET,Rajnandini Metal Limited,Manufacturing,Metal Products,RaMeLi
RAJRATAN,Rajratan Global Wire Limited,Manufacturing,Wire Products,RaGlWiLi
RAJRILTD,Raj Rayon Industries Limited,Manufacturing,Textiles,RaRaInLi
RAJSREESUG,Rajshree Sugars & Chemicals Limited,Food & Beverages,Sugar Production,RaSu_ChLi
RAJTV,Raj Television Network Limited,Media,Television Broadcasting,RaTeNeLi
RAJVIR,Rajvir Industries Limited,Manufacturing,Industrial Products,RaInLi
RALLIS,Rallis India Limited,Agriculture,Crop Protection,RaInLi
RAMANEWS,Shree Rama Newsprint Limited,Manufacturing,Newsprint,ShRaNeLi
RAMAPHO,Rama Phosphates Limited,Manufacturing,Phosphates,RaPhLi
RAMASTEEL,Rama Steel Tubes Limited,Manufacturing,Steel Products,RaStTuLi
RAMCOCEM,The Ramco Cements Limited,Manufacturing,Cement Production,ThRaCeLi
RAMCOIND,Ramco Industries Limited,Manufacturing,Building Materials,RaInLi
RAMCOSYS,Ramco Systems Limited,Technology,Software and IT Services,RaSyLi
RAMKY,Ramky Infrastructure Limited,Infrastructure,Construction,RaInLi
RAMRAT,Ram Ratna Wires Limited,Manufacturing,Wires,RaRaWiLi
RANASUG,Rana Sugars Limited,Food & Beverages,Sugar Production,RaSuLi
RANEENGINE,Rane Engine Valve Limited,Manufacturing,Automotive Components,RaEnVaLi
RANEHOLDIN,Rane Holdings Limited,Manufacturing,Industrial Holdings,RaHoLi
RATEGAIN,Rategain Travel Technologies Limited,Technology,Travel Technology,RaTrTeLi
RATNAMANI,Ratnamani Metals & Tubes Limited,Manufacturing,Tubes and Pipes,RaMe_TuLi
RATNAVEER,Ratnaveer Precision Engineering Limited,Manufacturing,Precision Engineering,RaPrEnLi
RAYMOND,Raymond Limited,Manufacturing,Textiles,RaLi
RBA,Restaurant Brands Asia Limited,Food & Beverages,Fast Food,ReBrAsLi
RBL,Rane Brake Lining Limited,Manufacturing,Automotive Components,RaBrLiLi
RBLBANK,RBL Bank Limited,Financial Services,Banking,RBBaLi
RBZJEWEL,RBZ Jewellers Limited,Retail,Jewelry Retail,RBJeLi
RCF,Rashtriya Chemicals and Fertilizers Limited,Chemicals,Fertilizers,RaChanFeLi
RCOM,Reliance Communications Limited,Telecommunications,Telecom Services,ReCoLi
RECLTD,REC Limited,Utilities,Power Finance,RELi
REDINGTON,Redington Limited,Distribution,IT and Electronics,ReLi
REDTAPE,Redtape Limited,E-commerce,Retail,ReLi
REFEX,Refex Industries Limited,Chemicals,Chemicals and Industrial Products,ReInLi
REGENCERAM,Regency Ceramics Limited,Manufacturing,Ceramics,ReCeLi
RELAXO,Relaxo Footwears Limited,Retail,Footwear,ReFoLi
RELCHEMQ,Reliance Chemotex Industries Limited,Chemicals,Textiles,ReChInLi
RELIANCE,Reliance Industries Limited,Conglomerate,Energy & Petrochemicals,ReInLi
RELIGARE,Religare Enterprises Limited,Financial Services,Investment & Finance,ReEnLi
RELINFRA,Reliance Infrastructure Limited,Infrastructure,Energy & Utilities,ReInLi
REMSONSIND,Remsons Industries Limited,Manufacturing,Auto Components,ReInLi
RENUKA,Shree Renuka Sugars Limited,Food & Beverage,Sugar Production,ShReSuLi
REPCOHOME,Repco Home Finance Limited,Financial Services,Housing Finance,ReHoFiLi
REPL,Rudrabhishek Enterprises Limited,Manufacturing,Engineering Services,RuEnLi
REPRO,Repro India Limited,Media,Printing & Publishing,ReInLi
RESPONIND,Responsive Industries Limited,Manufacturing,Plastics,ReInLi
RGL,Renaissance Global Limited,Manufacturing,Jewelry,ReGlLi
RHFL,Reliance Home Finance Limited,Financial Services,Housing Finance,ReHoFiLi
RHIM,RHI Magnesita India Limited,Manufacturing,Refractories,RHMaInLi
RHL,Robust Hotels Limited,Hospitality,Hotels,RoHoLi
RICOAUTO,Rico Auto Industries Limited,Manufacturing,Auto Components,RiAuInLi
RIIL,Reliance Industrial Infrastructure Limited,Infrastructure,Utilities,ReInInLi
RISHABH,Rishabh Instruments Limited,Manufacturing,Electronics,RiInLi
RITCO,Ritco Logistics Limited,Logistics,Transportation,RiLoLi
RITES,RITES Limited,Infrastructure,Engineering Services,RILi
RKDL,Ravi Kumar Distilleries Limited,Manufacturing,Beverages,RaKuDiLi
RKEC,RKEC Projects Limited,Construction,Infrastructure,RKPrLi
RKFORGE,Ramkrishna Forgings Limited,Manufacturing,Metal Forgings,RaFoLi
RKSWAMY,R K Swamy Limited,Advertising,Marketing & PR,RKSwLi
RML,Rane (Madras) Limited,Manufacturing,Auto Components,Ra_MLi
ROHLTD,Royal Orchid Hotels Limited,Hospitality,Hotels,RoOrHoLi
ROLEXRINGS,Rolex Rings Limited,Manufacturing,Auto Components,RoRiLi
ROLLT,Rollatainers Limited,Manufacturing,Packaging,RoLi
ROLTA,Rolta India Limited,Technology,IT Services,RoInLi
ROML,Raj Oil Mills Limited,Food & Beverage,Edible Oils,RaOiMiLi
ROSSARI,Rossari Biotech Limited,Chemicals,Specialty Chemicals,RoBiLi
ROSSELLIND,Rossell India Limited,Manufacturing,Textiles,RoInLi
ROTO,Roto Pumps Limited,Manufacturing,Pumps,RoPuLi
ROUTE,Route Mobile Limited,Technology,Communication,RoMoLi
RPGLIFE,RPG Life Sciences Limited,Pharmaceuticals,Healthcare,RPLiScLi
RPOWER,Reliance Power Limited,Energy,Power Generation,RePoLi
RPPINFRA,R.P.P. Infra Projects Limited,Construction,Infrastructure,R.InPrLi
RPPL,Rajshree Polypack Limited,Manufacturing,Packaging,RaPoLi
RPSGVENT,RPSG Ventures Limited,Conglomerate,Diversified,RPVeLi
RPTECH,Rashi Peripherals Limited,Technology,Electronics,RaPeLi
RRKABEL,R R Kabel Limited,Manufacturing,Electricals,RRKaLi
RSSOFTWARE,R. S. Software (India) Limited,Technology,Software Development,R.S.So_ILi
RSWM,RSWM Limited,Manufacturing,Textiles,RSLi
RSYSTEMS,R Systems International Limited,Technology,IT Services,RSyInLi
RTNINDIA,RattanIndia Enterprises Limited,Conglomerate,Diversified,RaEnLi
RTNPOWER,RattanIndia Power Limited,Energy,Power Generation,RaPoLi
RUBYMILLS,The Ruby Mills Limited,Manufacturing,Textiles,ThRuMiLi
RUCHINFRA,Ruchi Infrastructure Limited,Infrastructure,Construction,RuInLi
RUCHIRA,Ruchira Papers Limited,Manufacturing,Paper Products,RuPaLi
RUPA,Rupa & Company Limited,Manufacturing,Apparel,Ru_CoLi
RUSHIL,Rushil Decor Limited,Manufacturing,Decoratives,RuDeLi
RUSTOMJEE,Keystone Realtors Limited,Real Estate,Real Estate,KeReLi
RVHL,Ravinder Heights Limited,Real Estate,Real Estate,RaHeLi
RVNL,Rail Vikas Nigam Limited,Transportation,Railways,RaViNiLi
S&SPOWER,S&S Power Switchgears Limited,Manufacturing,Electricals,S_PoSwLi
SABEVENTS,Sab Events & Governance Now Media Limited,Media,Event Management,SaEv_GoNoMeLi
SABTNL,Sri Adhikari Brothers Television Network Limited,Media,Television,SrAdBrTeNeLi
SADBHAV,Sadbhav Engineering Limited,Construction,Infrastructure,SaEnLi
SADBHIN,Sadbhav Infrastructure Project Limited,Construction,Infrastructure,SaInPrLi
SADHNANIQ,Sadhana Nitrochem Limited,Chemicals,Specialty Chemicals,SaNiLi
SAFARI,Safari Industries (India) Limited,Manufacturing,Furniture,SaIn_ILi
SAGARDEEP,Sagardeep Alloys Limited,Manufacturing,Alloys,SaAlLi
SAGCEM,Sagar Cements Limited,Construction,Cement,SaCeLi
SAH,Sah Polymers Limited,Manufacturing,Polymers,SaPoLi
SAHYADRI,Sahyadri Industries Limited,Manufacturing,Building Materials,SaInLi
SAIL,Steel Authority of India Limited,Metals,Steel Production,StAuofInLi
SAKAR,Sakar Healthcare Limited,Healthcare,Pharmaceuticals,SaHeLi
SAKHTISUG,Sakthi Sugars Limited,Food & Beverage,Sugar Production,SaSuLi
SAKSOFT,Saksoft Limited,Technology,IT Services,SaLi
SAKUMA,Sakuma Exports Limited,Trading,Exports,SaExLi
SALASAR,Salasar Techno Engineering Limited,Manufacturing,Engineering,SaTeEnLi
SALONA,Salona Cotspin Limited,Manufacturing,Textiles,SaCoLi
SALSTEEL,S.A.L. Steel Limited,Metals,Steel Production,S.StLi
SALZERELEC,Salzer Electronics Limited,Manufacturing,Electronics,SaElLi
SAMBHAAV,Sambhaav Media Limited,Media,Entertainment,SaMeLi
SAMHI,Samhi Hotels Limited,Hospitality,Hotels,SaHoLi
SAMPANN,Sampann Utpadan India Limited,Agriculture,Food Processing,SaUtInLi
SANCO,Sanco Industries Limited,Manufacturing,Building Materials,SaInLi
SANDESH,The Sandesh Limited,Media,News & Publishing,ThSaLi
SANDHAR,Sandhar Technologies Limited,Technology,Electronics,SaTeLi
SANDUMA,Sandur Manganese & Iron Ores Limited,Mining,Minerals,SaMa_IrOrLi
SANGAMIND,Sangam (India) Limited,Manufacturing,Textiles,Sa_ILi
SANGHIIND,Sanghi Industries Limited,Manufacturing,Cement,SaInLi
SANGHVIMOV,Sanghvi Movers Limited,Transportation,Logistics,SaMoLi
SANGINITA,Sanginita Chemicals Limited,Chemicals,Specialty Chemicals,SaChLi
SANOFI,Sanofi India Limited,Pharmaceuticals,Healthcare,SaInLi
SANSERA,Sansera Engineering Limited,Manufacturing,Engineering,SaEnLi
SANWARIA,Sanwaria Consumer Limited,Consumer Goods,Food Products,SaCoLi
SAPPHIRE,Sapphire Foods India Limited,Food & Beverage,Hospitality,SaFoInLi
SARDAEN,Sarda Energy & Minerals Limited,Energy,Minerals,SaEn_MiLi
SAREGAMA,Saregama India Limited,Media,Music & Entertainment,SaInLi
SARLAPOLY,Sarla Performance Fibers Limited,Manufacturing,Textiles,SaPeFiLi
SARVESHWAR,Sarveshwar Foods Limited,Food & Beverage,Agriculture,SaFoLi
SASKEN,Sasken Technologies Limited,Technology,IT Services,SaTeLi
SASTASUNDR,Sastasundar Ventures Limited,E-commerce,Healthcare,SaVeLi
SATIA,Satia Industries Limited,Manufacturing,Textiles,SaInLi
SATIN,Satin Creditcare Network Limited,Financial Services,Microfinance,SaCrNeLi
SATINDLTD,Sat Industries Limited,Manufacturing,Textiles,SaInLi
SAURASHCEM,Saurashtra Cement Limited,Construction,Cement,SaCeLi
SBC,SBC Exports Limited,Trading,Exports,SBExLi
SBCL,Shivalik Bimetal Controls Limited,Manufacturing,Bimetal Components,ShBiCoLi
SBFC,SBFC Finance Limited,Finance,Financial Services,SBFiLi
SBGLP,Suratwwala Business Group Limited,Trading,Diversified Investments,SuBuGrLi
SBICARD,SBI Cards and Payment Services Limited,Financial,Banking and Payments,SBCaanPaSeLi
SBILIFE,SBI Life Insurance Company Limited,Financial,Insurance,SBLiInCoLi
SBIN,State Bank of India,Financial,Banking,StBaofIn
SCHAEFFLER,Schaeffler India Limited,Manufacturing,Automotive Components,ScInLi
SCHAND,S Chand And Company Limited,Publishing,Education,SChAnCoLi
SCHNEIDER,Schneider Electric Infrastructure Limited,Manufacturing,Electrical Equipment,ScElInLi
SCI,Shipping Corporation Of India Limited,Transportation,Shipping and Logistics,ShCoOfInLi
SCILAL,Shipping Corporation of India Land and Assets Limited,Transportation,Shipping and Real Estate,ShCoofInLaanAsLi
SCPL,Sheetal Cool Products Limited,Manufacturing,Consumer Goods,ShCoPrLi
SDBL,Som Distilleries & Breweries Limited,Manufacturing,Food and Beverage,SoDi_BrLi
SEAMECLTD,Seamec Limited,Services,Marine Services,SeLi
SECMARK,SecMark Consultancy Limited,Consultancy,Business Services,SeCoLi
SECURCRED,SecUR Credentials Limited,Technology,Cybersecurity,SeCrLi
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,Technology,Cloud Security,SETELI
SEJALLTD,Sejal Glass Limited,Manufacturing,Glass Products,SeGlLi
SELAN,Selan Exploration Technology Limited,Energy,Oil and Gas,SeExTeLi
SELMC,SEL Manufacturing Company Limited,Manufacturing,Textiles,SEMaCoLi
SEMAC,SEMAC CONSULTANTS LIMITED,Consultancy,Engineering Services,SECOLI
SENCO,Senco Gold Limited,Retail,Jewelry,SeGoLi
SEPC,SEPC Limited,Infrastructure,Construction,SELi
SEQUENT,Sequent Scientific Limited,Healthcare,Pharmaceuticals,SeScLi
SERVOTECH,Servotech Power Systems Limited,Manufacturing,Renewable Energy,SePoSyLi
SESHAPAPER,Seshasayee Paper and Boards Limited,Manufacturing,Paper Products,SePaanBoLi
SETCO,Setco Automotive Limited,Manufacturing,Automotive Components,SeAuLi
SETUINFRA,Setubandhan Infrastructure Limited,Infrastructure,Construction,SeInLi
SEYAIND,Seya Industries Limited,Manufacturing,Consumer Products,SeInLi
SFL,Sheela Foam Limited,Manufacturing,Consumer Goods,ShFoLi
SGIL,Synergy Green Industries Limited,Manufacturing,Green Technology,SyGrInLi
SGL,STL Global Limited,Manufacturing,Global Trade,STGlLi
SHAH,Shah Metacorp Limited,Manufacturing,Metal Products,ShMeLi
SHAHALLOYS,Shah Alloys Limited,Manufacturing,Metal Alloys,ShAlLi
SHAILY,Shaily Engineering Plastics Limited,Manufacturing,Plastics,ShEnPlLi
SHAKTIPUMP,Shakti Pumps (India) Limited,Manufacturing,Pumps and Motors,ShPu_ILi
SHALBY,Shalby Limited,Healthcare,Hospitals,ShLi
SHALPAINTS,Shalimar Paints Limited,Manufacturing,Paints and Coatings,ShPaLi
SHANKARA,Shankara Building Products Limited,Retail,Home Improvement,ShBuPrLi
SHANTI,Shanti Overseas (India) Limited,Manufacturing,Food and Beverage,ShOv_ILi
SHANTIGEAR,Shanthi Gears Limited,Manufacturing,Gear Products,ShGeLi
SHARDACROP,Sharda Cropchem Limited,Manufacturing,Agrochemicals,ShCrLi
SHARDAMOTR,Sharda Motor Industries Limited,Manufacturing,Automotive,ShMoInLi
SHAREINDIA,Share India Securities Limited,Financial,Securities,ShInSeLi
SHEMAROO,Shemaroo Entertainment Limited,Media,Entertainment,ShEnLi
SHILPAMED,Shilpa Medicare Limited,Healthcare,Pharmaceuticals,ShMeLi
SHIVALIK,Shivalik Rasayan Limited,Manufacturing,Chemicals,ShRaLi
SHIVAMAUTO,Shivam Autotech Limited,Manufacturing,Automotive,ShAuLi
SHIVAMILLS,Shiva Mills Limited,Manufacturing,Textiles,ShMiLi
SHIVATEX,Shiva Texyarn Limited,Manufacturing,Textiles,ShTeLi
SHK,S H Kelkar and Company Limited,Manufacturing,Chemicals,SHKeanCoLi
SHOPERSTOP,Shoppers Stop Limited,Retail,Retail,ShStLi
SHRADHA,Shraddha Infraprojects Limited,Infrastructure,Construction,ShInLi
SHREDIGCEM,Shree Digvijay Cement Co. Ltd,Manufacturing,Cement,ShDiCeCoLt
SHREECEM,SHREE CEMENT LIMITED,Manufacturing,Cement,SHCELI
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Manufacturing,Chemicals,ShPuCh_FeLi
SHREERAMA,Shree Rama Multi-Tech Limited,Manufacturing,Diversified,ShRaMuLi
SHRENIK,Shrenik Limited,Manufacturing,Miscellaneous,ShLi
SHREYANIND,Shreyans Industries Limited,Manufacturing,Textile Industry,ShInLi
SHREYAS,Shreyas Shipping & Logistics Limited,Transportation,Shipping and Logistics,ShSh_LoLi
SHRIPISTON,Shriram Pistons & Rings Limited,Manufacturing,Automotive,ShPi_RiLi
SHRIRAMFIN,Shriram Finance Limited,Financial,Financial Services,ShFiLi
SHRIRAMPPS,Shriram Properties Limited,Real Estate,Real Estate Development,ShPrLi
SHYAMCENT,Shyam Century Ferrous Limited,Manufacturing,Metals,ShCeFeLi
SHYAMMETL,Shyam Metalics and Energy Limited,Manufacturing,Metals,ShMeanEnLi
SHYAMTEL,Shyam Telecom Limited,Telecommunications,Telecom Services,ShTeLi
SICALLOG,Sical Logistics Limited,Transportation,Logistics,SiLoLi
SIEMENS,Siemens Limited,Manufacturing,Engineering,SiLi
SIGACHI,Sigachi Industries Limited,Manufacturing,Chemicals,SiInLi
SIGIND,Signet Industries Limited,Manufacturing,Miscellaneous,SiInLi
SIGMA,Sigma Solve Limited,Technology,IT Services,SiSoLi
SIGNATURE,Signatureglobal (India) Limited,Real Estate,Real Estate Development,Si_ILi
SIGNPOST,Signpost India Limited,Technology,Digital Marketing,SiInLi
SIKKO,Sikko Industries Limited,Manufacturing,Miscellaneous,SiInLi
SIL,Standard Industries Limited,Manufacturing,Textiles,StInLi
SILGO,Silgo Retail Limited,Retail,E-commerce,SiReLi
SILINV,SIL Investments Limited,Financial,Investments,SIInLi
SILLYMONKS,Silly Monks Entertainment Limited,Media,Entertainment,SiMoEnLi
SILVERTUC,Silver Touch Technologies Limited,Technology,IT Services,SiToTeLi
SIMBHALS,Simbhaoli Sugars Limited,Manufacturing,Food and Beverage,SiSuLi
SIMPLEXINF,Simplex Infrastructures Limited,Infrastructure,Construction,SiInLi
SINDHUTRAD,Sindhu Trade Links Limited,Trading,Logistics,SiTrLiLi
SINTERCOM,Sintercom India Limited,Manufacturing,Electronics,SiInLi
SIRCA,Sirca Paints India Limited,Manufacturing,Paints and Coatings,SiPaInLi
SIS,SIS LIMITED,Services,Security Services,SILI
SITINET,Siti Networks Limited,Telecommunications,Telecom Services,SiNeLi
SIYSIL,Siyaram Silk Mills Limited,Manufacturing,Textiles,SiSiMiLi
SJS,S.J.S. Enterprises Limited,Manufacturing,Consumer Goods,S.EnLi
SJVN,SJVN Limited,Energy,Renewable Energy,SJLi
SKFINDIA,SKF India Limited,Manufacturing,Bearings,SKInLi
SKIL,SKIL Infrastructure Limited,Infrastructure,Construction,SKInLi
SKIPPER,Skipper Limited,Infrastructure,Infrastructure,SkLi
SKMEGGPROD,SKM Egg Products Export (India) Limited,Manufacturing,Food and Beverage,SKEgPrEx_ILi
SKYGOLD,Sky Gold Limited,Manufacturing,Jewelry,SkGoLi
SMARTLINK,Smartlink Holdings Limited,Technology,Networking Equipment,SmHoLi
SMCGLOBAL,SMC Global Securities Limited,Financial,Securities,SMGlSeLi
SMLISUZU,SML Isuzu Limited,Manufacturing,Automotive,SMIsLi
SMLT,Sarthak Metals Limited,Manufacturing,Metals,SaMeLi
SMSLIFE,SMS Lifesciences India Limited,Healthcare,Pharmaceuticals,SMLiInLi
SMSPHARMA,SMS Pharmaceuticals Limited,Healthcare,Pharmaceuticals,SMPhLi
SNOWMAN,Snowman Logistics Limited,Services,Logistics,SnLoLi
SOBHA,Sobha Limited,Real Estate,Construction,SoLi
SOFTTECH,Softtech Engineers Limited,Technology,IT Services,SoEnLi
SOLARA,Solara Active Pharma Sciences Limited,Healthcare,Pharmaceuticals,SoAcPhScLi
SOLARINDS,Solar Industries India Limited,Manufacturing,Chemicals,SoInInLi
SOMANYCERA,Somany Ceramics Limited,Manufacturing,Ceramics,SoCeLi
SOMATEX,Soma Textiles & Industries Limited,Manufacturing,Textiles,SoTe_InLi
SOMICONVEY,Somi Conveyor Beltings Limited,Manufacturing,Machinery,SoCoBeLi
SONACOMS,Sona BLW Precision Forgings Limited,Manufacturing,Automotive,SoBLPrFoLi
SONAMLTD,SONAM LIMITED,Manufacturing,Automotive,SOLI
SONATSOFTW,Sonata Software Limited,Technology,IT Services,SoSoLi
SOTL,Savita Oil Technologies Limited,Manufacturing,Chemicals,SaOiTeLi
SOUTHBANK,The South Indian Bank Limited,Financial Services,Banking,ThSoInBaLi
SOUTHWEST,South West Pinnacle Exploration Limited,Services,Exploration,SoWePiExLi
SPAL,S. P. Apparels Limited,Manufacturing,Apparel,S.P.ApLi
SPANDANA,Spandana Sphoorty Financial Limited,Financial Services,Banking,SpSpFiLi
SPARC,Sun Pharma Advanced Research Company Limited,Healthcare,Pharmaceuticals,SuPhAdReCoLi
SPCENET,Spacenet Enterprises India Limited,Services,IT Services,SpEnInLi
SPECIALITY,Speciality Restaurants Limited,Services,Restaurants,SpReLi
SPENCERS,Spencer's Retail Limited,Retail,Grocery,SpReLi
SPIC,Southern Petrochemicals Industries Corporation Limited,Manufacturing,Chemicals,SoPeInCoLi
SPLIL,SPL Industries Limited,Manufacturing,Plastics,SPInLi
SPLPETRO,Supreme Petrochem Limited,Manufacturing,Chemicals,SuPeLi
SPMLINFRA,SPML Infra Limited,Infrastructure,Engineering,SPInLi
SPORTKING,Sportking India Limited,Manufacturing,Textiles,SpInLi
SPTL,Sintex Plastics Technology Limited,Manufacturing,Plastics,SiPlTeLi
SPYL,Shekhawati Poly-Yarn Limited,Manufacturing,Textiles,ShPoLi
SREEL,Sreeleathers Limited,Manufacturing,Leather,SrLi
SRF,SRF Limited,Manufacturing,Chemicals,SRLi
SRGHFL,SRG Housing Finance Limited,Financial Services,Housing Finance,SRHoFiLi
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Manufacturing,Chemicals,SrRaHiHyLi
SRPL,Shree Ram Proteins Limited,Manufacturing,Food Products,ShRaPrLi
SSWL,Steel Strips Wheels Limited,Manufacturing,Automotive,StStWhLi
STAR,Strides Pharma Science Limited,Healthcare,Pharmaceuticals,StPhScLi
STARCEMENT,Star Cement Limited,Manufacturing,Construction Materials,StCeLi
STARHEALTH,Star Health and Allied Insurance Company Limited,Financial Services,Insurance,StHeanAlInCoLi
STARPAPER,Star Paper Mills Limited,Manufacturing,Paper,StPaMiLi
STARTECK,Starteck Finance Limited,Financial Services,Finance,StFiLi
STCINDIA,The State Trading Corporation of India Limited,Financial Services,Trading,ThStTrCoofInLi
STEELCAS,Steelcast Limited,Manufacturing,Steel,StLi
STEELCITY,Steel City Securities Limited,Financial Services,Brokerage,StCiSeLi
STEELXIND,STEEL EXCHANGE INDIA LIMITED,Financial Services,Exchange,STEXINLI
STEL,Stel Holdings Limited,Manufacturing,Electrical,StHoLi
STERTOOLS,Sterling Tools Limited,Manufacturing,Tools,StToLi
STLTECH,Sterlite Technologies Limited,Technology,Telecommunications,StTeLi
STOVEKRAFT,Stove Kraft Limited,Manufacturing,Home Appliances,StKrLi
STYLAMIND,Stylam Industries Limited,Manufacturing,Textiles,StInLi
STYRENIX,Styrenix Performance Materials Limited,Manufacturing,Chemicals,StPeMaLi
SUBEXLTD,Subex Limited,Technology,IT Services,SuLi
SUBROS,Subros Limited,Manufacturing,Automotive,SuLi
SUDARSCHEM,Sudarshan Chemical Industries Limited,Manufacturing,Chemicals,SuChInLi
SUKHJITS,Sukhjit Starch & Chemicals Limited,Manufacturing,Food Products,SuSt_ChLi
SULA,Sula Vineyards Limited,Manufacturing,Beverages,SuViLi
SUMEETINDS,Sumeet Industries Limited,Manufacturing,Textiles,SuInLi
SUMICHEM,Sumitomo Chemical India Limited,Manufacturing,Chemicals,SuChInLi
SUMIT,Sumit Woods Limited,Manufacturing,Forestry,SuWoLi
SUMMITSEC,Summit Securities Limited,Financial Services,Brokerage,SuSeLi
SUNCLAY,Sundaram Clayton Limited,Manufacturing,Automotive,SuClLi
SUNDARAM,Sundaram Multi Pap Limited,Manufacturing,Paper,SuMuPaLi
SUNDARMFIN,Sundaram Finance Limited,Financial Services,Finance,SuFiLi
SUNDARMHLD,Sundaram Finance Holdings Limited,Financial Services,Finance,SuFiHoLi
SUNDRMBRAK,Sundaram Brake Linings Limited,Manufacturing,Automotive,SuBrLiLi
SUNDRMFAST,Sundram Fasteners Limited,Manufacturing,Automotive,SuFaLi
SUNFLAG,Sunflag Iron And Steel Company Limited,Manufacturing,Steel,SuIrAnStCoLi
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Pharmaceuticals,SuPhInLi
SUNTECK,Sunteck Realty Limited,Real Estate,Construction,SuReLi
SUNTV,Sun TV Network Limited,Media,Broadcasting,SuTVNeLi
SUPERHOUSE,Superhouse Limited,Manufacturing,Apparel,SuLi
SUPERSPIN,Super Spinning Mills Limited,Manufacturing,Textiles,SuSpMiLi
SUPRAJIT,Suprajit Engineering Limited,Manufacturing,Engineering,SuEnLi
SUPREMEENG,Supreme Engineering Limited,Manufacturing,Engineering,SuEnLi
SUPREMEIND,Supreme Industries Limited,Manufacturing,Plastics,SuInLi
SUPREMEINF,Supreme Infrastructure India Limited,Infrastructure,Construction,SuInInLi
SUPRIYA,Supriya Lifescience Limited,Healthcare,Pharmaceuticals,SuLiLi
SURAJEST,Suraj Estate Developers Limited,Real Estate,Construction,SuEsDeLi
SURANASOL,Surana Solar Limited,Manufacturing,Renewable Energy,SuSoLi
SURANAT&P,Surana Telecom and Power Limited,Telecommunications,Telecom,SuTeanPoLi
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Manufacturing,Textiles,SuCoMiLi
SURYAROSNI,Surya Roshni Limited,Manufacturing,Lighting,SuRoLi
SURYODAY,Suryoday Small Finance Bank Limited,Financial Services,Banking,SuSmFiBaLi
SUTLEJTEX,Sutlej Textiles and Industries Limited,Manufacturing,Textiles,SuTeanInLi
SUULD,Suumaya Industries Limited,Manufacturing,Textiles,SuInLi
SUVEN,Suven Life Sciences Limited,Healthcare,Pharmaceuticals,SuLiScLi
SUVENPHAR,Suven Pharmaceuticals Limited,Healthcare,Pharmaceuticals,SuPhLi
SUVIDHAA,Suvidhaa Infoserve Limited,Technology,IT Services,SuInLi
SUZLON,Suzlon Energy Limited,Energy,Renewable Energy,SuEnLi
SVLL,Shree Vasu Logistics Limited,Services,Logistics,ShVaLoLi
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,Manufacturing,Textiles,SVGLTELI
SWANENERGY,Swan Energy Limited,Energy,Renewable Energy,SwEnLi
SWARAJENG,Swaraj Engines Limited,Manufacturing,Automotive,SwEnLi
SWELECTES,Swelect Energy Systems Limited,Energy,Renewable Energy,SwEnSyLi
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Energy,Renewable Energy,StanWiReEnLi
